IsoWeeks,cold flu,flu,flu symptoms,flue,bronchitis,chest infection,colds,laryngitis,pleurisy,sinusitis,gastric flu,sinuses,tonsilitis,Disease Rate
Iso Week 400,31.48759618156408,375.8503211899234,104.36690126029052,211.8876338055272,76.66944288896067,89.98651424321781,69.51589266126243,64.00564822173475,59.29488109475527,138.59884638774363,25.204199252368205,46.31944589114575,72.37172974449803,2.388735916
Iso Week 401,29.84147352502723,365.9354100534906,65.39689688622472,164.40865320897706,77.87091211019948,103.70257813946556,93.46625246468274,51.439439650342514,55.077522410441325,118.04784872719742,32.62660424688056,89.62021991971405,67.3401186228216,1.809246152
Iso Week 402,49.21837752663147,326.6722855587537,64.96237893489716,174.75724567108406,58.36372109530972,82.97147967239138,77.5060212155965,48.35485003102175,60.76951515049719,132.37306149066384,48.78734044006095,73.9489067045818,68.21739617166723,2.986319718
Iso Week 403,40.604141630392974,386.8573018089424,61.08043447227499,229.9378620483365,70.7562550377734,120.76374453722028,69.67513947788055,74.67901219457544,53.88465584193519,109.48666360360392,26.494430632555424,78.0295374528686,65.04378285689972,3.139988148
Iso Week 404,32.405806447645595,419.1095864639709,74.83414505539477,214.1421709261197,63.53774625686573,157.4200352744162,64.46567469215371,53.40150769243333,60.28406201541669,129.5864024558878,15.109224222270758,81.05978263255234,54.892425979296895,3.473268551
Iso Week 405,42.54747292108288,434.2902978130701,73.91492201475278,236.3642552377409,76.87376090478354,102.37087179838817,90.54939800605644,74.12865204486161,55.34272186388818,139.59390517608415,47.38556626909816,72.74183122614343,91.47220952345796,5.091612303
Iso Week 406,52.07015436825703,439.6239182431218,89.17544849578205,255.6928908558169,69.20516653562824,113.369215341133,62.096067923200685,56.65658516398948,45.79489218643332,131.820649566324,31.40795942922965,54.49018767748881,69.34762356325182,5.280897283
Iso Week 407,62.80270032405724,441.7364935736662,95.00621134018056,256.8227077365633,83.84200504822924,88.80595883261132,86.37236645625578,61.85711682981943,61.39433735435064,136.81014103634146,15.406594035967244,73.07895803796889,69.61367421887266,6.094369343
Iso Week 408,59.39297641823173,480.6833854917608,78.92706962810816,229.94729244891656,91.73329268082357,104.2458961028794,84.02690380022231,58.40682530362802,50.30649399045338,135.60450692546345,0.0,69.14065120634554,55.65663760879544,6.903478346
Iso Week 409,61.829459869703896,640.5264017038256,144.48417017583708,267.8599425613507,125.12155580769272,137.4427496505155,98.60856715763406,49.7514554362343,51.29727693067054,129.16278304512346,44.87746897761336,67.93813056161231,24.36619982445318,6.713685333
Iso Week 410,63.44130567520658,762.3970737830186,144.03751255194396,268.9878543300852,102.63734459601191,129.57470889401583,112.72038168627918,66.14931109439367,65.02709850115595,134.41324921548062,30.356520827413625,51.6981804009838,97.74819369498285,7.251056721
Iso Week 411,94.5354553832307,814.6051966073703,129.95567382989148,315.84787455130385,136.19687051547325,150.1335214633011,132.66133690187925,59.99302353897412,62.35885432028497,151.55476281606204,15.961067426920412,65.09374011220713,43.412924389647785,7.273256237
Iso Week 412,66.74766635510636,897.7196814787587,131.72507480092997,244.6272925716284,129.2714460025689,170.89430387497956,108.67895259430156,94.47358771967431,106.97267032029876,150.23715644304434,38.341470484998574,67.29689226319468,36.967878933583485,7.219393022
Iso Week 413,49.77286508565296,1057.9329954318448,89.11551387891481,301.3295019274015,133.82709820881942,171.62520612398876,130.48299375735957,141.7086706737292,88.41199402143924,125.70630273945427,38.0234388803036,73.574528256618,41.71666726566311,8.781329071
Iso Week 414,78.23648945695298,1029.4823043088477,123.5989160934348,393.5586926585812,106.00687210941916,162.8263103180777,113.84738833344188,77.70503725024135,86.31879754013674,141.34297304487924,42.40479975987615,70.2383611804106,46.252802454148586,6.991080779
Iso Week 415,60.83098804220342,1014.7863434019218,153.40091801081078,315.25779697970404,125.67120478400103,139.98538592365637,136.60345921840533,84.65156067041512,87.7516687076134,127.57099653031024,33.21025479492459,75.00929198429311,47.856251821243696,8.532423208
Iso Week 416,88.7005507378321,1007.3728419108104,131.19398763621697,317.9766377879286,111.45220504374127,160.19711905167577,111.58329426925478,86.57168228291061,78.12615903019903,175.44997563649085,24.736257012360703,56.824156085067,57.25128331454364,6.486688289
Iso Week 417,68.74627622710294,873.3389896570325,137.44672603832598,280.2587430149557,123.395207478178,145.35983094117603,94.96141777021276,106.97802333306336,104.62724987030964,140.34708904487033,59.85912283683546,54.50432943115185,52.21555875004036,7.303500718
Iso Week 418,67.61707424034908,961.0053742614544,146.5975404175352,315.365612419254,113.17929378450954,143.79943759945803,119.34073811279362,68.61835693725043,108.47568472148376,114.50306913713808,44.337997985337154,57.329391824280016,67.57117808974009,5.244923208
Iso Week 419,66.75279655069298,738.1881132640843,114.63849651477824,319.1856470633723,126.77468505956284,119.99133534654756,96.00351431783696,76.86458587333017,83.79619546874405,158.9892169376146,42.041260880872485,72.20628434645367,49.63651846013538,8.714856984
Iso Week 420,103.87693333780292,897.0223667004112,146.0824645208506,283.73446722763623,143.3375364534213,125.9863584830948,105.98333420549996,62.83151413333276,79.059451265579,133.2458872387826,39.50918435839712,83.05070185514047,78.65172769857996,8.208383496
Iso Week 421,91.29405496996914,878.5022966365296,107.83144153053054,326.8661173890051,176.3460086972364,156.0372586803692,124.45069505731388,97.07101609233608,81.43166276054026,135.1832050879539,31.015884859151797,60.759509974738805,91.39724037825556,6.233959033
Iso Week 422,66.76295597714366,977.7471145772986,186.32665707266133,305.9671830438205,195.96358710719824,203.67888913103417,122.84550034225906,95.725612582538,89.3710396677748,154.52963772060602,60.53368027373367,64.55438552256132,71.45652927643076,7.312058724
Iso Week 423,120.91081338903412,1514.566035221559,403.30796239310166,272.4571287442068,191.1441664681158,214.6036383000026,149.97609674781617,126.0379608771817,111.21783067331651,165.6686126204057,49.56445527747898,65.57618414224314,74.56674283227767,8.613503345
Iso Week 424,182.3196141825347,3429.1706824253592,1071.4219177648708,323.41274976088573,237.6768465610919,343.6327014975053,187.16137572549837,163.08363712935807,140.88191712997823,169.53575866522417,70.2912194263124,80.74169262909116,72.73520835155614,10.17172547
Iso Week 425,301.3662223642445,6330.2369945689625,2150.256979619985,383.95759656332126,219.93223509980848,404.9299518234265,183.50581779362795,155.21691057253474,153.23436945899522,214.17022614799208,67.42816178490436,82.43196932167663,65.15158746986847,14.03144645
Iso Week 426,251.91783342337536,6179.628814074809,2623.4480565806684,220.8477736033157,282.4490602078617,421.415408149895,199.9448499419519,110.45884962759348,136.64070075638466,181.08031872693755,86.02817565875208,87.27642971836902,98.12781214342122,12.63257676
Iso Week 427,287.0623508502503,8988.128963273242,3327.8694233533765,404.03906810520095,332.55846407878977,394.4173875925026,219.9098825335523,105.81442425677368,249.2173088774034,255.41095820210563,81.42598931787312,107.38781907926148,76.41264782463637,11.28538132
Iso Week 428,236.54710781806125,9976.70346632654,2980.9428697227845,478.4642981959675,291.5980564983434,335.56139247097906,169.99489794211448,99.35890136882946,216.3410105504781,245.73708739233535,94.49493052855593,74.16412664567879,100.982274777511,10.03301518
Iso Week 429,132.80987276216968,7203.599796567652,2159.9806546522987,378.7230324627066,224.0850907911884,257.2603399282239,115.18197287586936,93.63196615957511,192.3087369670939,197.58696585015892,23.863345768652263,81.23542551969983,77.46978466544158,11.13118813
Iso Week 430,108.49809813514273,3452.525981933668,1109.938879761232,317.2255349737571,155.78356705155608,197.1928396699508,116.72611778365054,105.10188303125256,182.03300308335503,179.9275222817636,49.598008874578646,83.88209486914026,59.9361880189452,9.53297756
Iso Week 431,88.54546745052758,2367.764122739141,816.3464369859861,289.63694400408104,164.0803454709773,241.21959060309027,88.814667847509,105.70447582911494,167.85038242174596,185.81780251723552,51.72371359972112,83.01126996614984,83.91663125573847,7.799784237
Iso Week 432,89.71124725485198,2139.368431540458,726.4709804699853,323.30447692685374,172.78048348385337,202.65571129944047,135.24109557898802,89.17208647022561,134.0428408263754,182.95874412481996,57.27259338105648,93.38634128569204,73.88225505984714,5.025596387
Iso Week 433,93.7158279625312,1829.4784724002643,704.0864076279101,327.5289971244511,180.1471237020975,201.04014735049037,117.3941747576874,106.89869465378165,123.49217029295735,178.91626724724273,39.10314666138343,92.4844533396689,73.64010512647349,4.47390957
Iso Week 434,80.24163100021336,1551.7209675298157,546.566234395896,260.9636381891976,157.02904551976832,189.2055619348384,103.33381196869854,73.26933874423273,130.1920508205836,219.1898741905068,35.85931382087998,91.3659283077985,88.00573874344184,4.514861498
Iso Week 435,71.87080962952703,1291.457558201877,385.7048537826668,281.023173039547,131.5696871522697,203.41895687198837,167.71225504063906,100.74766205658646,111.01676528767857,167.6387317790241,40.4155473959389,80.57220006009257,85.37459455999405,4.697332747
Iso Week 436,60.61758597351624,1143.3495740097476,312.32498518541627,228.68287343388616,172.56386803762717,237.41461650445711,128.15392257800224,84.845016043642,122.25761919765618,169.3981826332964,62.657082819212405,78.64218182097748,68.06863772774777,4.735555469
Iso Week 437,110.97211850669304,1142.9462003302583,287.85113998354814,240.89825059274108,190.13413291068505,210.03550954460624,104.2165889843104,86.34551270661109,122.27166036896492,182.44963199613213,43.33795826938309,84.5318995355617,78.03514916616145,4.077035832
Iso Week 438,145.2582552498371,1306.31596132783,323.1706367994892,241.5041058565656,137.84502787453917,253.0772833252946,131.76361139540387,71.0708786905677,118.08339466324716,162.62384683137975,16.778999020335764,94.06367244099432,93.51902108846704,4.155400651
Iso Week 439,114.79924302259312,1141.4642104482991,245.44249381540308,267.7862981874273,159.09369887587437,189.53110919302728,119.73670562425396,75.56388864917237,80.82518318866214,178.48099545678704,41.67894976802284,110.42828392266873,73.42620247870886,2.987677697
Iso Week 440,60.17620288253505,1228.2082992217952,304.2148864709713,262.6734831490874,183.09522410391835,180.9929515258096,133.57705899898045,95.9374972530762,140.37275392781845,151.79924144949317,37.74904772854685,84.37466030211398,93.25356093658829,2.672724843
Iso Week 441,58.9785803707244,1029.4538418715,248.745947871628,212.41318754686523,159.69831745307096,235.29461642037103,150.5433854896714,76.16849062506392,117.55302205893548,151.5418753987729,48.12390595802388,90.82383852723171,61.44764404136426,1.483456493
Iso Week 442,72.79021806849588,994.6492890789108,275.7445141151282,209.440182712684,162.77541183334603,192.4088024678092,98.30179282476676,90.49396350441658,114.11099464709343,166.71647578090986,33.031930857362234,72.80645027756398,87.44306181746917,2.585722693
Iso Week 443,74.54426808504085,860.7858777470284,228.77380602329268,166.59228287557707,147.07475164798709,192.24263750221385,114.38328813795432,73.66532181110541,127.28926976583573,161.55186008053838,30.385890657185268,78.09142307433568,78.70965042541845,2.929568374
Iso Week 444,52.40029792189398,786.3190678174634,212.74333319395575,200.1233420994308,138.67332006781805,175.353608832854,102.4117668031196,85.62433847735187,119.0204360756979,153.04529565720665,38.82853544311032,85.8053833718603,66.24322189161161,2.670975215
Iso Week 445,75.4980708522805,703.2903569461695,188.8097267510778,159.43951544677833,111.58418999515604,196.69002477399528,63.238247449165904,77.86067057029679,75.55231435437103,135.8974929248377,43.05881870672931,88.22020159256843,72.40127812063089,3.354626297
Iso Week 446,36.70231177250175,829.5463395214927,224.00040039583544,151.9321291988221,108.29457321774726,163.0132527150644,80.64838242190426,64.9380502006409,87.08275583168707,134.33298599781048,47.02364268261592,78.1611339177468,67.04186377455355,2.72323218
Iso Week 447,30.68286339331639,741.1326333425577,204.8517925248836,149.9691604367544,125.72137119136448,144.58861887713627,73.88313568410686,47.33359355782126,86.16783095493578,157.993863318539,12.582600572696569,60.90035305920081,84.78987291180799,2.456116983
Iso Week 448,48.24101147947167,649.059055979217,148.95432250710377,198.15695447033173,120.21354327814092,150.83691873659112,76.97950539296342,72.54882923646025,49.71965431094885,89.8370956450897,24.59093778773339,64.28837047761722,59.31593473320426,2.057565909
Iso Week 449,38.2273076972072,493.3800033168311,89.35839732171837,191.34624467565277,125.10421681791838,134.86726064035878,86.74345248938575,89.1471362887423,70.22710710034953,109.02482942446126,22.60544390348361,57.95041629770502,54.33583740625572,2.147599247
Iso Week 450,28.38644806135099,481.35073954072425,132.87089208130388,168.17862082213074,100.83601415224815,126.16926927476985,84.40570866626243,71.91550949569785,77.71978715863416,122.4789056167139,17.54190487916173,60.59001848537928,66.61892310726789,2.195508575
Iso Week 451,65.956197665981,577.2261911598545,108.5245783645584,190.4759691567905,116.35243243542789,97.23068172799148,110.86785103986732,87.71101289199053,93.29816666043033,136.8951775470094,27.94865537194156,87.4746845356459,68.77775289915655,1.774349996
Iso Week 452,59.00087941998735,522.5974066870889,101.88088794148187,203.94279026622232,100.19757699234503,112.77304425089817,103.4516629903086,41.90402051492804,81.03241827101867,111.82917052590274,36.24924124879386,70.83447845874763,65.1811780409116,1.75910864
Iso Week 453,70.35931909377459,516.7930800641151,129.8833730054683,216.2411280067331,103.43710097960506,134.98272024040054,84.31758219309246,89.89046599357737,55.19215666910154,115.82287776313494,31.405625510107463,80.86658398886136,78.0235251290184,1.629396284
Iso Week 454,52.50644806950824,490.1870872217963,130.75406997418213,230.125769509502,110.29526849234922,143.48542736162943,85.13110767075524,59.311984120477135,82.60466336629898,137.52431079266452,55.26165973457786,69.1390878422363,63.496185587416846,2.123633092
Iso Week 455,42.29729301205756,515.7153295561867,118.66148498926678,195.9532993127717,91.01088702989696,141.41759855424198,77.14892800304948,101.84474406714766,77.64428946070059,131.32824725382304,40.04563347537607,67.79950534891711,59.93848227838779,2.124276961
Iso Week 456,49.87988189908713,530.8282223993414,156.94213197332866,233.58010669556,98.65374183729236,104.4298389133252,92.2268192397544,80.19752175364665,64.31761640247258,100.10014625313416,23.404240806399624,63.59612359051373,60.45610432075266,2.99764105
Iso Week 457,39.37140651769537,344.1751005823217,67.88601200792357,172.27616152468178,101.65321973507008,148.10939856773598,72.86843421723057,69.05902839148385,91.39401693599096,107.35606324604514,17.823147445149917,77.22081638771424,69.35024464155883,4.274854121
Iso Week 458,45.97419372801272,373.6438161620041,70.53942978732428,228.38272855015472,113.85068031981568,123.43693385762931,61.07382281078767,79.85847796537531,69.70519544414866,123.79403046997348,41.31362094926735,61.59250261720028,58.55583279955162,4.819538691
Iso Week 459,60.20555590542666,407.0731049448149,70.93504011407919,226.5551686401743,108.04544156876852,142.63833263156025,79.6137411570909,84.19960251209069,80.8290319948851,117.3846881454326,33.673208550859684,76.43309072937745,56.41371143521519,6.308408267
Iso Week 460,56.43247775330399,427.45454570716646,120.03986488851665,198.92988158229005,96.87277949766174,149.2067440370741,71.4952082222423,62.63081829117683,94.61200813934116,134.08885253278896,35.14129534154262,68.84785124018781,60.02372383956761,5.510902714
Iso Week 461,52.41140638493973,389.54456392272783,78.11236565915165,211.85124903170217,92.9730642789732,124.74005712857809,67.4876064287101,54.44192553076924,83.43653932693799,137.55439754992378,37.74844895013149,61.46501360098984,47.78417465543279,5.924348931
Iso Week 462,51.65605152792492,421.02902351814345,89.37561667381783,218.66042250172515,120.67962703685586,155.65452134913036,65.29108936658592,92.84055820615752,67.49535925519817,141.02985837202547,41.895140202109694,86.0861421583211,64.72907157512411,6.045094501
Iso Week 463,37.1304657388446,392.8381276853317,104.67587074697111,218.0549481736733,101.69995340200204,121.8602289872284,69.97766491790586,55.42478500506133,62.71870854858656,74.91402680375847,20.418578399524243,57.8921578609248,68.89517998601757,5.674013726
Iso Week 464,36.849689847030206,333.61338326654743,68.88241948540977,261.56051597511254,97.72009235397924,131.5347513320753,66.2520664007863,73.44114175580737,58.71369179088924,90.91588910448684,40.974551286805664,73.1760934139386,54.68283522220192,6.263980391
Iso Week 465,45.86423594010121,426.083751921126,112.41301067026926,277.5633714390512,98.2503311083468,116.62799601910912,63.82769088628039,44.27816464972717,67.70256113620239,119.48570327002128,37.8946049882458,53.22309554972295,55.311401865247184,6.304757991
Iso Week 466,62.813484196250826,456.2053377100611,85.7113981527044,260.81586891302555,88.2187538567301,115.76744058302268,73.74238449007706,48.40544580679288,82.81010532842247,121.74285361600894,24.418122762309924,56.16712074381083,49.52494392789718,7.897880406
Iso Week 467,64.07700114665775,506.3762453654575,91.58989382473928,287.1085964013104,116.05229940521966,133.16988459116914,79.62268533897563,36.23914314625628,76.41086321725463,101.0234797115588,31.409007912370598,73.46341907952355,72.64549052499412,9.949140939
Iso Week 468,55.85318804836442,603.733002984718,95.4115007566398,296.96339379041774,77.59315835551881,154.4359490030722,92.1098059106926,59.72803640281729,74.00005095065451,105.1438922932022,35.21124532793374,63.06809418804357,65.25362013433447,12.28010929
Iso Week 469,56.76960405517788,648.0722054151362,122.482163225981,312.2492529331268,116.90036397246548,145.4105469322757,106.50165953945712,57.61514443653724,56.929110518384825,106.92135731274354,20.623185981083804,61.03745019770986,53.83548404602637,22.74426942
Iso Week 470,70.27257511222818,735.763025566509,140.80620921641392,302.63437085938574,152.90555704342592,128.53820644464827,124.417240877348,60.170865454874,68.73765479581456,110.90053176751414,34.710025649982484,62.55012010472649,61.21751221751544,20.64371564
Iso Week 471,98.36474232446342,1000.1984471750676,158.48571257256407,306.4132404221232,135.71671893862887,168.12840296361338,157.21863651786344,75.0243517361712,71.83083269419659,120.56589296330056,55.85887225802275,81.06339541494904,73.06685964326662,27.51642953
Iso Week 472,77.21011448728244,1211.6533333940467,184.03960065493604,316.7461331203378,150.6144172927525,195.5385945604312,137.31574516485475,91.47357934921544,90.95124054431926,152.53630500373464,37.84654393753816,93.8821216129336,61.64380685078503,23.15055701
Iso Week 473,128.75865500710069,1566.3473180435935,189.14280126870835,347.59721478765266,152.57616709824364,178.1577505571237,134.08655007130986,94.22675737631174,92.08097667557458,131.65228561340683,24.263782370706814,80.13057873996483,61.85910027012,14.23872316
Iso Week 474,137.41454806154024,1669.1975954894071,176.76795332024332,395.3897526094578,154.38045958285983,217.200384945966,168.8542448714358,68.6016159301195,89.48814503652743,137.4175179961361,28.331316953649328,68.26486302333602,51.66057036859616,16.39955274
Iso Week 475,108.57774907978376,1556.453884489437,194.91979264238495,410.5225601295412,132.94539748150962,195.7383193828549,143.73542142126377,77.95906065695907,81.8870078033852,132.0266107517735,47.5072359151929,60.13397442502945,55.41401703431035,20.37067112
Iso Week 476,108.34141767204076,1511.7948815631305,181.91067617306555,452.3554103967544,167.11291810262531,213.63172971047337,158.07259783763746,136.79735690427574,102.97447933511634,135.47315367929764,59.946872949318696,81.33416555606995,63.37019957057566,18.25076076
Iso Week 477,117.74131523253594,1431.759286603194,152.6683967463338,385.7688654228086,146.4826618816369,188.4914445370336,131.63170814620477,78.32258997368129,89.80189397146829,138.8151487435364,38.22580041412372,80.57226507108791,63.421924276992726,17.68390006
Iso Week 478,79.92524356748196,2005.377223754396,207.37430698995303,402.8830104908023,150.01149670945614,212.6071095151028,108.70932598346693,103.60451888126818,99.53362729167168,170.54979854884874,45.2827985400618,75.21181632903213,66.26513873206636,16.69363991
Iso Week 479,109.45871505730187,1637.8907959169435,223.90464842301748,405.4132132620156,144.39983283073613,244.08960221625608,147.4346824092093,105.96276671332537,113.866567032164,157.575830444745,40.46112280305791,96.99122174059882,55.08281008861916,16.52633816
Iso Week 480,112.24003900953105,1323.461978348012,207.44143624508524,384.109560550552,161.99052148066784,222.54136196131276,122.71362718635692,116.76072987469831,127.5141473953664,159.05984925069916,43.655341645459714,68.01046349211792,83.22753144378281,15.10866545
Iso Week 481,118.03280913737306,1241.151081578591,212.62633193588357,384.4391476880868,197.84440637353305,260.18753966490857,158.4872770693068,101.2762517519279,101.39209168001328,154.83050015359478,59.0453201947423,64.55850616118369,70.67295272745761,11.39864619
Iso Week 482,121.8374875278479,1139.7321666307312,208.76925040762384,315.2556426510529,171.1221973910856,278.93212494978656,173.07419266638274,101.94724644820856,94.83913309504656,165.80329457385113,40.98078818201487,74.35408435213229,53.25684612579083,11.99082241
Iso Week 483,118.53829745221758,1119.5463731194816,216.24752262173436,327.0721978601384,252.17518594520567,239.59222868952,150.73577394219322,109.2431770564842,101.2924016225937,160.88614858071494,46.854893059418366,79.88732400752068,66.57956573330284,6.856699705
Iso Week 484,146.00068805282342,1049.708381550084,171.14021805320448,369.255889154046,223.49204302920248,291.1978148403558,117.8632781712476,121.64603811468564,164.37070787101638,170.24690374638925,47.52033047442642,89.00877621425714,58.56622156646368,8.226923721
Iso Week 485,133.57126121358394,1080.392752256645,197.90501263349796,335.80910984983853,224.46467950609124,271.71619984075227,229.85920962999435,105.42856652260674,164.83291578079977,163.67227158428113,52.13328497835065,110.05896971044264,50.16955931153403,8.061656293
Iso Week 486,134.07120094923297,1187.721630211206,254.96844871535407,288.2492203374842,221.06752158178935,345.9247004895448,182.94611385657896,96.88843867487049,158.01210982224669,163.65024010682563,69.80872311761053,95.97115702935696,109.40385891599024,5.243984654
Iso Week 487,150.08259866818807,1068.9149755714911,258.5397512052986,210.12799350034769,257.4346443456978,349.889969038659,204.10897194402568,98.25171141368268,166.86571489966255,179.43937035705275,60.509377747700505,85.92525096813362,67.82936716102066,4.099030719
Iso Week 488,167.40720732853237,1124.1854402030392,238.4432063893532,228.92113024702897,223.9924211336891,334.42773210433296,160.45722753913373,123.06364164651625,160.051112388641,179.80842664479002,51.06400487457271,112.97059425348046,76.01066546939772,3.55366355
Iso Week 489,85.75583915327073,803.3854915661195,191.46816792735103,245.66157563724812,232.6294465536831,282.6673004076441,171.94137398360925,100.02084593373912,159.13329362968366,179.53534496174856,27.889746979581307,82.9972826160986,61.12440436762275,2.664646436
Iso Week 490,89.414170120943,801.6769406117834,169.77834227510814,304.967792640132,186.4943201771366,198.1463131192595,112.88909977905888,96.51723924747648,151.39906987762274,163.9104378163964,36.77858934525085,75.10129337029413,67.13387661175663,2.626498141
Iso Week 491,71.03057740515062,902.7339257007786,179.71457791008729,316.7833937444438,185.13240693862585,230.94320183424,140.07147788598425,88.0035032472235,120.16269211915048,186.2917415792131,47.98107059028076,72.80565755557475,73.27879270323079,2.945981914
Iso Week 492,85.18276404081897,803.4787884471065,165.1470644162754,267.22173900560443,156.02287833970018,243.5962170046834,124.19821026025944,72.01065741737038,117.34820552526018,173.90993931576344,42.69961232095567,108.75425337755978,83.13555416696158,1.364775245
Iso Week 493,102.91394665151128,899.6660337777547,205.65308284987515,329.6079519273179,196.02276954993664,237.39324439242208,132.9910678727217,80.63092399170057,142.46951106168842,165.5205827988888,46.04323342994472,83.69187624855681,94.5437065355782,2.709239379
Iso Week 494,101.20954083682052,1021.9803209971352,243.81509286504843,334.26969088033985,185.84165802968545,268.2402070073084,204.57201948043004,96.95027970492244,173.3873548873095,198.4055681085292,52.359385513553605,99.13405940436095,70.98967101089062,2.610956319
Iso Week 495,132.35752202056466,1079.0140018623583,286.49907746114314,296.45895772210497,206.36108432206356,352.1535310637677,187.25310463616836,72.06091131409487,121.52781917086848,210.58555724970043,68.11976156923082,93.77378444776924,65.4864765135614,2.620689531
Iso Week 496,122.16229010340192,1114.3377769441909,269.09217155631814,238.178245147125,219.2392127228745,334.2215173727992,166.45705815996118,93.08613476730872,114.59923515176506,218.07661887249336,43.94904500069648,89.8891117527894,81.8947611038155,1.774087675
Iso Week 497,78.03711871152495,939.6583000965308,261.5878115748987,279.5212677487231,228.2751265354616,278.20443809465104,118.76543836277573,96.6239269137565,182.5436154631174,201.7391123793731,47.86213301856685,85.96334221890625,82.51077970246529,1.823368473
Iso Week 498,100.0999195277756,896.7231757571182,227.5104984269163,264.80826844673135,191.2461883270292,272.59407614595136,125.86681786815214,91.73429012437192,138.12388229660448,209.06319983660407,45.8760200381609,89.64909298837578,68.29086128661707,1.642173197
Iso Week 499,78.14121530761257,906.7470753364586,245.07938201351584,266.6267558878248,167.04578132560428,253.88496676772823,120.07799071612352,102.25959448266234,144.10322233399245,186.1017304604331,33.860393126698725,84.7569668105813,64.93995398443998,1.462734775
Iso Week 500,90.463836966677,796.6302931478305,216.46453999669023,252.42383532669572,201.0543821471712,288.45454339775085,117.33519918399952,97.59990703432804,113.55550731718156,192.88932785941705,52.82617206065404,93.9702966895224,83.15990982908728,1.287153928
Iso Week 501,76.87950025909548,845.2740602717176,210.0923586764923,233.9303294083661,145.124149003645,229.84835550820551,139.37997197331498,108.5803013894256,142.80305527522393,196.8518238471708,46.20222105213408,83.04166260255336,74.26671916408507,1.58349145
Iso Week 502,93.38462914107564,741.7119201788086,175.53705423669422,217.5465063685685,143.81101279725416,292.6803106417074,100.10677789659132,110.663074943369,109.6559369928422,162.3287663464803,43.64226015727742,82.16319994720232,69.12251829985321,1.577211703
Iso Week 503,74.08025842551038,631.8087775821205,193.2700403550029,165.87124009782423,157.6925864891253,243.7747901392635,100.45354270914424,95.43280587592226,116.10129585905592,140.27757129882792,50.95735343539021,51.7297591204679,80.58986580904902,2.106253467
Iso Week 504,88.67658018169843,649.215224437823,159.99503774980937,193.1378734353847,169.74789870969127,253.66107322395047,103.75007767330544,92.31433673810876,115.69468644294363,155.11668072860888,50.66451873283814,72.96994214043006,84.15467473910925,1.52812302
Iso Week 505,80.74408341368402,609.9045294402539,181.1045566213489,220.26483671351272,162.40098832088512,225.4000066861752,85.92743023910893,101.26963946036004,119.00675016061857,162.615290107403,34.15049828481266,94.20428690341868,64.49218356114365,1.166058917
Iso Week 506,70.8768797060612,613.7010276643789,146.8026402456338,263.62568125360866,181.85232115376903,229.72848711812995,100.43597712611653,78.81356779948874,116.25340849877212,143.07368939738524,39.29449005612829,90.03536734769396,60.76566797347959,2.006132382
Iso Week 507,53.06898350658087,528.6875322870376,117.46024461916174,234.55054010555855,151.09104910616315,234.95359779146727,96.2976893860656,77.31972495754994,131.71815731389816,189.8371684963744,24.3941451432892,97.97013922887528,72.84543268958254,1.866502166
Iso Week 508,67.11388113303188,629.6594590916606,139.7943192742491,236.07644326286604,133.5996506205129,205.0677413506312,111.42607791519276,101.54282991779031,103.73569010634849,165.41912430064153,37.229424616923545,93.39891978711178,63.43758499676972,2.946522876
Iso Week 509,53.96026480107843,620.748116451946,136.24008050021163,198.91810584888063,171.46297229320436,247.47066219229737,122.29920772871104,99.94918083679048,136.26189210706545,154.84096626655986,34.17771208154739,94.59850020391175,65.43260242257551,5.240061465
Iso Week 510,96.304059718045,632.4713712296276,159.52154766895612,221.54333992348512,215.30918867044053,238.0808846535508,117.25290255825,99.93596229049062,114.58574609499496,177.7721527788051,46.67608330580326,78.36032667156829,84.18539085778002,4.227848079
Iso Week 511,60.88776624053024,597.9671287852176,130.91948998301046,186.0060601279915,185.71062901407103,235.5619246648549,127.56875187524818,89.98354389839217,136.98942751981326,189.64264456868975,41.15254500668403,70.89792923186754,71.32685759419572,5.370711096
Iso Week 512,46.76477196379245,475.0361197308568,111.28911999135188,172.59802798129653,129.1714846888177,215.3141356880042,94.94894848661372,133.0067419332504,91.72254276317987,163.57815912270368,22.919679020792305,69.90572920453347,51.22380783083885,5.472473459
Iso Week 513,49.22127659749069,489.9047821136675,130.53932452583248,195.22827666297076,124.4741165058795,174.55442241349377,58.62842284451607,59.97803084125438,97.66781844150276,110.14987011875212,42.76297104273722,90.10716986705502,53.85032578561722,5.756551363
Iso Week 514,55.73526284833598,470.7459345362505,123.76512636769598,198.7795097905436,134.37025672987306,194.9651742028514,73.10068603602005,72.38182616837975,118.92908677873032,120.41703977550162,44.31039337085809,60.21080956592258,50.88674575894019,5.28352789
Iso Week 515,64.71368103408592,564.4272885628653,123.1183748956493,192.71488244647796,139.39891490914388,184.3587931736403,64.650002668672,79.13077961943203,122.68970811835403,152.45548640330836,36.90402971085784,59.91544780436609,62.770063450600894,6.076199165
Iso Week 516,51.93865661594931,501.65914042054,122.62214026382412,188.67861790271508,123.58181427195731,197.54892966957388,110.27468527496724,69.92512416746106,100.10847372223634,134.90599879768487,23.644629222326508,77.95706812287797,61.387675446903714,6.761947257
Iso Week 517,43.01183323158392,478.6632752171831,125.03111197000044,204.04658441536776,124.93249316878418,164.82024066995243,92.1789864740254,82.91717809787221,110.14023752138316,117.71561124310058,43.2908483037232,91.14815377483444,70.02815236323615,5.376740664
